step,norm_score,mean_reward,elapsed_s,critic_loss,cql_loss,actor_loss,temperature
5000,12.081147640295164,1219.7171461187813,89.29511785507202,10.621177673339844,-5.612846851348877,-72.53126525878906,0.6085889339447021
10000,27.080005158605957,3081.8521479225615,177.9181890487671,13.571908950805664,-5.650300025939941,-107.90608215332031,0.6947411894798279
15000,28.185715460616716,3219.128060618954,268.16131472587585,17.499834060668945,-6.43342399597168,-131.31643676757812,0.71949303150177
20000,27.867913789171016,3179.672414393345,359.0820527076721,20.300674438476562,-6.349128246307373,-142.93751525878906,0.7436695098876953
25000,42.55589798510537,5003.211936906953,449.258811712265,15.816211700439453,-6.252394199371338,-154.06265258789062,0.7514364123344421
30000,48.55472876256779,5747.977513016554,535.4959337711334,12.780492782592773,-6.177022457122803,-154.9894561767578,0.759620189666748
35000,46.41124718093443,5481.860438832178,623.3252198696136,18.964767456054688,-6.218196868896484,-156.125,0.764201283454895
40000,45.02253920810799,5309.449858871197,710.1650166511536,13.826373100280762,-6.407580852508545,-160.60459899902344,0.767577588558197
45000,48.64601627097797,5759.311020547412,798.9717848300934,18.28455924987793,-6.567629814147949,-160.3416748046875,0.7723677754402161
50000,50.26619471709842,5960.459073991202,888.0616457462311,22.2335147857666,-6.393421173095703,-158.3711700439453,0.7739912867546082
55000,55.29393046431503,6584.661464292096,976.8274917602539,16.43695068359375,-6.871237277984619,-156.72747802734375,0.781789243221283
60000,51.536876997235794,6118.216552994318,1065.843570947647,16.416688919067383,-6.7203874588012695,-155.68716430664062,0.7828007340431213
65000,55.86987260978845,6656.165712318369,1157.7934238910675,16.902191162109375,-6.800107002258301,-153.81201171875,0.7836423516273499
70000,56.03949439215622,6677.224560142595,1243.662358045578,19.227418899536133,-6.736978054046631,-151.22425842285156,0.788020670413971
75000,55.64979200794833,6628.842311759077,1330.1150510311127,16.367029190063477,-6.676652908325195,-150.28271484375,0.7927541136741638
80000,54.477949839839326,6483.35600954163,1416.2727427482605,17.493791580200195,-6.689555644989014,-146.92483520507812,0.7963058352470398
85000,56.08272749388172,6682.592027088748,1503.1575527191162,14.495630264282227,-6.8579559326171875,-145.17926025390625,0.7991774678230286
90000,56.89763947473173,6783.764807820715,1595.1269798278809,15.191986083984375,-6.706890106201172,-141.99179077148438,0.7986721992492676
95000,57.40493564855997,6846.746535623213,1685.1935386657715,17.401309967041016,-6.522274971008301,-136.3939666748047,0.8013876080513
100000,57.52859722528366,6862.099341669559,1773.464335680008,15.213634490966797,-6.414119720458984,-140.84555053710938,0.8025002479553223
105000,57.499221845512174,6858.452335702806,1865.7295048236847,18.50640869140625,-6.8546953201293945,-138.70956420898438,0.8002930283546448
110000,57.437127361412465,6850.743194381886,1957.4861419200897,16.581069946289062,-6.429105281829834,-136.72750854492188,0.8039954304695129
115000,57.068259930863896,6804.947642779947,2049.7551379203796,19.960124969482422,-6.615320205688477,-136.14334106445312,0.8032926917076111
120000,58.47165446117227,6979.181585134346,2137.9518687725067,16.597490310668945,-6.4409098625183105,-133.01708984375,0.8073095679283142
125000,57.93889649541217,6913.038730298867,2222.838315963745,15.049640655517578,-7.124846458435059,-134.18951416015625,0.8086346983909607
130000,54.85835241210957,6530.583669630795,2309.9907970428467,17.468595504760742,-6.454884052276611,-130.09103393554688,0.8096843957901001
135000,57.77755262593356,6893.007600173402,2394.2405738830566,14.88891887664795,-6.679263591766357,-130.41598510742188,0.8126318454742432
140000,57.55480736684382,6865.353377648088,2480.751209974289,16.564529418945312,-7.212402820587158,-128.16397094726562,0.8187606334686279
145000,58.03104020724123,6924.478537016383,2566.2506408691406,14.401251792907715,-6.655367851257324,-125.70441436767578,0.8167914152145386
150000,54.898136379793904,6535.52292041341,2652.5073158740997,16.805036544799805,-6.735015869140625,-124.193115234375,0.8167173266410828
155000,57.02616348070999,6799.721293160479,2737.130397796631,16.014230728149414,-6.494260787963867,-122.99552917480469,0.816001832485199
160000,53.76854503072628,6395.282132989057,2827.1961929798126,17.267126083374023,-6.0383405685424805,-120.87594604492188,0.820401668548584
165000,57.68072700218252,6880.986525712353,2918.6074030399323,15.984253883361816,-6.734294891357422,-120.60354614257812,0.821796715259552
170000,57.83844520010955,6900.56752222644,3009.6248898506165,19.570053100585938,-6.717260360717773,-119.6288833618164,0.8215891122817993
175000,58.16333506523953,6940.903180382488,3101.393939971924,14.432151794433594,-6.781066417694092,-117.70152282714844,0.8245731592178345
