step,norm_score,mean_reward,elapsed_s,bc_loss
5000,52.345562172769434,6218.616264703201,11.743440866470337,0.053507473319768906
10000,58.450574377793984,6976.564455059491,23.279167890548706,0.05691520497202873
15000,59.85437613294972,7150.848955107429,34.81157994270325,0.047382988035678864
20000,59.483611571995645,7104.817871370676,46.242794036865234,0.04915600270032883
25000,60.030343840041986,7172.695660842425,57.74187684059143,0.04958469420671463
30000,60.273792375448075,7202.920232171549,69.23839688301086,0.0473141074180603
35000,60.713698712790986,7257.535391178259,80.70664882659912,0.04773958772420883
40000,60.37690620272972,7215.7219983538525,92.21160292625427,0.04324226826429367
45000,59.95003836843901,7162.725592833865,103.75330090522766,0.04632251709699631
50000,59.48237068378378,7104.663812878566,115.27854800224304,0.046571336686611176
55000,60.40182605410692,7218.815842497153,126.72652006149292,0.038296036422252655
60000,60.20431851611118,7194.294928209318,138.21556401252747,0.04212760180234909
65000,60.39922957435287,7218.493484889211,149.73057889938354,0.0431995764374733
70000,60.32137239381801,7208.827376598047,161.26993584632874,0.047206878662109375
75000,60.27816605969317,7203.463232897417,172.75171089172363,0.045938313007354736
80000,59.85151764371849,7150.4940685540205,184.24077010154724,0.04233858734369278
85000,59.851753817806056,7150.523389989631,195.74261283874512,0.043417178094387054
90000,60.57875709364298,7240.782147678959,207.2119538784027,0.04672526940703392
95000,59.372407525714536,7091.0116900219,218.69556188583374,0.044224128127098083
100000,60.33095507096634,7210.017083114501,230.26311993598938,0.04804685711860657
105000,59.59411193743288,7118.536689483428,241.71793794631958,0.040340181440114975
110000,60.81772451861342,7270.450381128414,253.15978074073792,0.048581093549728394
115000,60.20912554869005,7194.891729906312,264.6856598854065,0.045206841081380844
120000,60.22866977893012,7197.318181065604,276.1931948661804,0.0434102825820446
125000,60.20540694638436,7194.4300587755115,287.7226538658142,0.03727783262729645
130000,60.26228722945264,7201.491847707412,299.2025899887085,0.04616136476397514
135000,60.16114765480298,7188.935188522354,310.74736189842224,0.04145674780011177
140000,60.555737313532795,7237.924200783692,322.2693099975586,0.03988444432616234
145000,60.022350569770566,7171.703282034032,333.7329180240631,0.03750257194042206
150000,60.095151024114166,7180.741588719387,345.2648198604584,0.04327036440372467
155000,60.23420163164748,7198.00497047988,356.7830798625946,0.04766766354441643
160000,60.44164312753474,7223.759203417065,368.25568890571594,0.04660198092460632
165000,60.67443148962454,7252.66029515227,379.7011458873749,0.04009447991847992
170000,60.191333967175254,7192.682873222683,391.23495388031006,0.04781584069132805
175000,60.22481522345742,7196.839631105826,402.7525067329407,0.04645169526338577
180000,59.75687979682517,7138.744610504948,414.2342116832733,0.0417129211127758
185000,60.03441662220364,7173.201304036161,425.6944649219513,0.04296080395579338
190000,60.434475611540336,7222.869343479874,437.2183837890625,0.04598962515592575
195000,60.08058578697811,7178.933288464017,448.68834590911865,0.04089536890387535
200000,60.888660095394606,7279.257159927142,460.13976097106934,0.04257022589445114
205000,60.150715331149975,7187.639996871876,471.653687953949,0.04817940294742584
210000,60.43724787722885,7223.213525226156,483.15876388549805,0.042972709983587265
215000,59.34852971252269,7088.047216784069,494.63315892219543,0.0450698584318161
220000,60.465349691344336,7226.702415737634,506.13437390327454,0.04510316252708435
225000,60.49236168037345,7230.056002514362,517.667496919632,0.043885089457035065
230000,59.77941796608275,7141.542764551006,529.2136640548706,0.04382244497537613
235000,60.332682926277535,7210.231599443434,540.6557428836823,0.03771716728806496
240000,60.3753494537507,7215.528725182259,552.1406698226929,0.04872846603393555
245000,60.335752677634325,7210.612714567792,563.6278667449951,0.036908455193042755
250000,60.60188262560779,7243.653223856224,575.1572370529175,0.04284311458468437
255000,60.183128544135386,7191.664155268433,586.6420080661774,0.04017622768878937
260000,60.35286946029091,7212.737793765603,598.2031688690186,0.039065442979335785
265000,60.75415222936389,7262.557767653567,609.7151188850403,0.04306205362081528
270000,60.15420097288887,7188.072745531421,621.1629168987274,0.03867636248469353
275000,60.63352180453988,7247.581284539902,632.6644086837769,0.05008227750658989
280000,60.003717723897275,7169.3899808748265,644.197261095047,0.03974197804927826
285000,60.37032473523697,7214.904897386894,655.6938729286194,0.04197536036372185
290000,60.442263271568585,7223.836195408633,667.0957250595093,0.0435643196105957
295000,60.38358914197847,7216.551697220905,678.5847108364105,0.0393412820994854
300000,60.02597378683505,7172.1531109164425,690.0850989818573,0.04311761260032654
305000,60.479294304111065,7228.433664366925,701.593642950058,0.035933490842580795
310000,60.58138299135262,7241.108157578732,713.0826807022095,0.04467831179499626
315000,60.32001748113981,7208.659161764392,724.623682975769,0.04090019315481186
320000,59.886459805215694,7154.832200433945,736.127683877945,0.04735848307609558
325000,60.3588984708381,7213.48630621413,747.5680449008942,0.042861275374889374
