step,norm_score,mean_reward,elapsed_s,critic_loss,actor_loss
5000,105.84708967568145,3422.2270815278875,25.89823627471924,0.7181339263916016,-2.4223852157592773
10000,103.64475740114167,3351.4435122882555,50.763835191726685,0.7031261920928955,-2.42922043800354
15000,75.32599962612065,2441.270794519114,74.43676519393921,1.182273030281067,-2.4359705448150635
20000,99.1903718782573,3208.2783279406813,99.15806126594543,1.9895058870315552,-2.4357855319976807
25000,105.40590783205299,3408.0473748883574,124.06518030166626,2.491922378540039,-2.443533182144165
30000,105.88990084945948,3423.6030445096685,149.10225415229797,1.6747543811798096,-2.432722806930542
35000,101.4460404654231,3280.776141039605,174.00316429138184,1.5314744710922241,-2.4484570026397705
40000,109.43978407965218,3537.6972746682222,199.2546842098236,1.5405999422073364,-2.4392030239105225
45000,74.21636953930663,2405.606976216859,223.023255109787,1.42500901222229,-2.4410088062286377
50000,109.83943820945568,3550.542269084318,248.34601712226868,2.001753330230713,-2.447727680206299
55000,109.90811844078392,3552.749670740198,273.59826827049255,1.3777590990066528,-2.4288926124572754
60000,111.50772406958589,3604.161438660672,298.9695460796356,1.43392813205719,-2.4475209712982178
65000,111.2988893017506,3597.4494313856567,324.25887513160706,1.3310637474060059,-2.4470102787017822
70000,109.50743996776413,3539.8717536494382,349.58319425582886,1.4483585357666016,-2.451251983642578
75000,112.11194968616987,3623.581417317965,374.9411573410034,1.6533255577087402,-2.4573066234588623
80000,109.55136759514457,3541.2835997592024,400.2054841518402,1.6474759578704834,-2.4483799934387207
85000,109.79425302959021,3549.090004889406,425.50318217277527,2.6727609634399414,-2.4469637870788574
90000,110.26544502860365,3564.234246234322,450.7545292377472,1.2584137916564941,-2.442932605743408
95000,110.30762940235448,3565.590063689636,475.9381811618805,1.9340307712554932,-2.447280168533325
100000,108.31698465785165,3501.610190292253,501.0167841911316,0.9727828502655029,-2.448298692703247
105000,109.88436699694057,3551.98629275711,526.2681710720062,1.1403875350952148,-2.4503791332244873
110000,109.82098312273898,3549.949117486107,551.4881992340088,1.8041949272155762,-2.4481754302978516
115000,108.36950461398641,3503.298196227826,576.5390112400055,1.4356558322906494,-2.44395112991333
120000,109.37136660716602,3535.498318154298,601.7362880706787,1.5257880687713623,-2.4532907009124756
125000,108.84843873200796,3518.691271421843,626.8735632896423,1.03734290599823,-2.4530029296875
130000,111.99058878522344,3619.680844350645,652.1181111335754,1.1293748617172241,-2.445101261138916
135000,110.33895458267145,3566.596863660532,677.2954351902008,1.3066240549087524,-2.4504024982452393
140000,110.71472784597947,3578.674320413657,702.4761180877686,0.9728705286979675,-2.4482579231262207
145000,109.74484675472796,3547.502073532265,727.7099721431732,1.0430469512939453,-2.449875831604004
150000,107.29002153514331,3468.6033111109705,752.5449161529541,1.0700472593307495,-2.4500386714935303
155000,110.41696736094066,3569.104215959744,777.6906671524048,0.9125652313232422,-2.4507896900177
160000,110.3382030297409,3566.5727085412013,803.0157601833344,1.0024921894073486,-2.44476580619812
165000,109.76320237587692,3548.0920282795823,828.2893671989441,1.0231643915176392,-2.4542908668518066
